8
5
6
9
8
8
11
4
8
5
7
5
5
7
5
10
9
8
6
8
5
8
6
7
3
9
8
5
8
5
8
10
5
11
11
9
5
4
6
7
8
5
9
4
6
4
3
5
5
9
5
8
8
7
5
7
8
3
8
8
8
8
8
8
8
8
8
8
8
5
8
6
10
5
8
8
8
9
8
9
8
8
9
9
8
5
8
5
5
8
8
9
8
3
5
7
9
5
